"sentence","src_label","tgt_label","link_type"
"The documents were obtained by the Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ), which organized a collaborative investigation with dozens of outlets across the world, including the Organized Crime and Corruption Reporting Project (OCCRP).","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" “Russian influence operations attempt to exploit weaknesses in target countries in order to destabilize them from within,” said Brian E. Nelson, Under Secretary of the Treasury for Terrorism and Financial Intelligence.","Brian E. Nelson","Terrorism and Financial Intelligence","MANAGER"
" Hajiyeva paid for diamond rings, chocolates and many luxurious days at famed London store, Harrods and became the first target of the UK’s new Unexplained Wealth Order that requires foreigners to explain where they got their money from when they buy real estate.","London","UK","WITHIN"
" “Russian influence operations attempt to exploit weaknesses in target countries in order to destabilize them from within,” said Brian E. Nelson, Under Secretary of the Treasury for Terrorism and Financial Intelligence.","Brian E. Nelson","Terrorism and Financial Intelligence","MANAGER"
" “Russian influence operations attempt to exploit weaknesses in target countries in order to destabilize them from within,” said Brian E. Nelson, Under Secretary of the Treasury for Terrorism and Financial Intelligence.","Brian E. Nelson","Treasury","MANAGER"
" “Russian influence operations attempt to exploit weaknesses in target countries in order to destabilize them from within,” said Brian E. Nelson, Under Secretary of the Treasury for Terrorism and Financial Intelligence.","Brian E. Nelson","Treasury","MANAGER"
" Other Russian Links Russian cellist Sergei Roldugin, one of Vladimir Putin’s closest friends, gained unexplained wealth through control of offshore companies such as International Media Overseas.","Sergei Roldugin","Vladimir Putin","ASSOCIATE"
" Credit: OCCRP The Flame Towers, built under Ilham Aliyev, dominate the skyline of Azerbaijan’s capital Baku.","Baku","Azerbaijan","WITHIN"
"These banks have correspondent links to U.S. banks to allow them to access U.S. dollars; Zimbabwe’s Ecobank, for example, is hosted by New York-based Standard Chartered Bank.","New York","U.S","WITHIN"
"He was paid in U.S. dollars through Trafigura accounts, including some held at New York-based Deutsche Bank Trust Company Americas.","New York","U.S","WITHIN"
" 🔗Ties to Firm Implicated in Mirror Trading Scandals A long-standing Khouri business associate was chief executive of an investment company part-owned by Alexander Perepilichny, later named in the Deutsche Bank and Danske Bank mirror trading scandals.","Deutsche Bank","Danske Bank","BUSINESS"
"Companies controlled by the Khouri Network received or processed funds from companies linked to apparently fraudulent payments to Sergei Roldugin, a close friend of Russian President Vladimir Putin, and from a separate fuel scam at Moscow’s Sheremetyevo International Airport.","Sergei Roldugin","Vladimir Putin","ASSOCIATE"
"The Russian company would intentionally default on the loan, and a corrupt court in Moldova would order the company to pay the ""debt"".[6] The Guardian wrote that most of the companies involved in laundering the money had UK registration and over half of the money went to shell companies in Scotland, Birmingham, and London.","London","UK","WITHIN"
" “It is totally unbelievable and absurd that the Civil Protection and a raspberry farm, with no reference in the medical field whatsoever, managed to purchase ventilators, which are considered deficient goods on the world market,” Ivana Korajlić, Executive Director of Transparency International in Bosnia and Herzegovina, told OCCRP.","OCCRP","Transparency International","ASSOCIATE"
"""[6] Novaya Gazeta news investigation[edit] Internal bank documents detailing around 70,000 transactions between 2011 and 2014 were obtained by the Russian newspaper Novaya Gazeta and the Organized Crime and Corruption Reporting Project (OCCRP), which then shared data from the documents with various media companies in March 2017.[3] The term ""Russian Laundromat"" was coined by the OCCRP.[2] The analyzed documents contained the details of approximately 70,000 banking transactions, according to Bloomberg, with 1,920 firms in the UK and 373 in the US involved.[7] The alleged architect of the scheme is Veaceslav Platon, a Moldovan businessman and former MP.[2] Platon is one of the wealthiest people in Moldova,[8] with businesses in the field of sugar and banking in Moldova, and atomic energy in Ukraine.","Organized Crime and Corruption Reporting Project","Novaya Gazeta","ASSOCIATE"
" Some of the banks involved were linked to a relative of Russian President Vladimir Putin and a former Kremlin official.","Vladimir Putin","Kremlin","MANAGER"
"In 1998, he was elected as a member of the Municipal Council of Chișinău on the lists of the electoral bloc of agrarians.[9] Igor Putin (Vladimir Putin's cousin) has also been named in connection with this scheme.[10] The scheme allowed Russia's elite to funnel out at least $20 billion from Russia.[6] Laundered money by region[edit] Global banks and other[edit] The investigation revealed that $20.8 billion had been laundered in 96 countries.","Vladimir Putin","Russia","MANAGER"
"According to the Prosecutor's Office Volontè had received €2.39 million to organise support for Azerbaijani officials in the Council of Europe.[89] In January 2021, the Court of Milan sentenced Luca Volontè to four years in prison for receiving bribes from Azerbaijani politicians.[90][91] Sweden[edit] In March 2019 Swedbank CEO Birgitte Bonnesen lost her job in connection with a money laundering scandal.[92] In January 2022, Sweden’s Economic Crime Authority charged her with gross fraud, enabling money laundering with references, among others, to the Russian and Azerbaijani Laundromats.[93] United Kingdom[edit] The extensive use of UK limited partnerships both in the Azerbaijani and Russian Laundromats gave rise to criticism on how these entities were being regulated.[94][95][96] As a result, the NCA started an investigation into the role of British LP/LLP companies in these schemes[97] and in December 2018 the UK government unveiled a raft of measures to cut down on money laundering through British LLPs, increase transparency and tackle corruption.[98] In the course of a government crackdown on limited partnerships to fight UK money laundering the NCA froze several bank accounts linked to the Azerbaijani laundromat.[99] Khalid Sharif – a senior partner with a London law firm was fined £45,000 and £40,000 by the tribunal for ""failing to carry out money-laundering checks and breaching his professional code"" in a real-estate deal where the two daughters of the Azerbaijani president, Leyla and Arzu Aliyeva, sought to purchase a £59.5m real estate property in London.[100] Izzat Khanim Javad (a cousin of Azerbaijani president Ilham Aliyev and a London DJ under the name Mikaela Jav) and her husband Suleyman Javadov agreed to forfeit £4 million in funds received from the Laundromat to the NCA.","London","UK","WITHIN"
"Ein US-Amerikaner, der in der Russland-Abteilung der Deutschen Bank arbeitete, erhielt demnach Millionen Bestechungsgelder für die Ermöglichung dieser Transaktionen.[15] Die Deutsche Bank wurde daraufhin von der New Yorker Finanzmarktaufsicht mit einem Bußgeld von 425 Millionen US-Dollar und von der britischen Finanzmarktaufsicht mit einer Strafzahlung von 163 Millionen Pfund (204 Millionen US-Dollar) belegt.[16] In den USA wurden unter anderem Schönheitsoperationen, Consulting-Dienstleistungen und Luxus- und Verbrauchsgüter mit dem Geld bezahlt.[9] Mehr als 6 Milliarden US-Dollar wurden von der kasachischen BTA Bank zu dessen ehemaligen Vorsitzenden überwiesen und gewaschen.[17] Troika-Laundromat[Bearbeiten | Quelltext bearbeiten] Im Herbst 2017 flog ein weiteres System auf, bei dem aus Aserbaidschan stammendes Geld über die estnische Filiale der dänischen Danske Bank in der EU gewaschen wurde.","Deutsche Bank","Danske Bank","BUSINESS"
"In 2002 an Interpol red notice on Bout was issued.[25] Bout's website states that because he failed to appear in court a Belgian warrant (not the Interpol notice) for his arrest was issued but later cancelled.[21] The site has a document in Dutch to support the claim that the Belgian case against him was dismissed due to his lack of a fixed residence, and because the case could not be prosecuted in a timely fashion.[52] Bout's U.S. assets were among those frozen in July 2004 under Executive Order 13348, which describes him as a ""businessman, dealer and transporter of weapons and minerals"" and cites his close association with Charles Taylor.[53] US sting operation, arrest, and extradition At the beginning of 2008, a US DEA paid informer, claiming to represent the Colombian rebel group FARC, supposedly independently of the CIA, negotiated with Bout for the supply of 100 9K38 Igla surface-to-air missiles and armour-piercing rocket launchers to be parachuted in by Bout to agreed landing spots in Colombia.","DEA","FARC","ANTAGONIST"
